"ProteinID","contrast","logFC","AveExpr","t","P.Value","adj.P.Val","B","Protein.Description"
"tr|A0A060BFZ1|A0A060BFZ1_9DINO","MK - TR",-0.14948224503371,2.94846734923519,-0.0322685077174816,0.97457395348313,1,-5.17749196121367,"Superoxide dismutase [Fe] OS=Cladocopium sp. C3 OX=2558455 GN=MnSOD PE=2 SV=1"
"tr|A0A060BJB1|A0A060BJB1_9DINO","MK - TR",4.6697881804898,18.851148848782,0.963197050574899,0.352695177365758,0.605804356636076,-4.84953972925769,"Ascorbate peroxidase (Fragment) OS=Symbiodinium sp. A1 OX=503409 GN=APX PE=2 SV=1"
"tr|A0A060BJC5|A0A060BJC5_9DINO","MK - TR",4.66581348548188,20.1060794264782,1.18710134993964,0.258239213559897,0.541982147580135,-4.68985473969997,"Superoxide dismutase [Fe] (Fragment) OS=Symbiodinium sp. B1 OX=503418 GN=MnSOD PE=2 SV=1"
"tr|A0A060BJD1|A0A060BJD1_9DINO","MK - TR",-1.28556422487938,24.4697446754975,-3.00625998750356,0.00691263052188149,0.2885149880035,-2.64144733571563,"Tubulin beta chain OS=Symbiodinium sp. B1 OX=503418 GN=Tub PE=2 SV=1"
"tr|A0A060BJY5|A0A060BJY5_9DINO","MK - TR",-0.795637877937454,2.75104265279436,-0.17952646591028,0.859309072341244,0.947823702977973,-5.16624147627011,"Catalase peroxidase (Fragment) OS=Symbiodinium sp. clade F1 OX=1075212 GN=KatG PE=2 SV=1"
"tr|A0A060BQ26|A0A060BQ26_9DINO","MK - TR",0.277766756038996,24.8382077272601,0.648209156746074,0.52413451676353,0.722853384101841,-5.02817203564317,"Superoxide dismutase [Fe] OS=Cladocopium sp. C15 OX=377605 GN=MnSOD PE=2 SV=1"
"tr|A0A060BQU0|A0A060BQU0_9DINO","MK - TR",-7.38659745955478,7.08224637362336,-1.34372413769406,0.193905943637176,0.478705049948912,-4.56170395961832,"S-adenosylmethionine synthetase (Fragment) OS=Symbiodinium sp. B1 OX=503418 GN=SAM PE=2 SV=1"
"tr|A0A0A0N1X1|A0A0A0N1X1_9DINO","MK - TR",-5.95393876579874,21.1183348046929,-1.54823785941892,0.149131652634591,0.432849412387111,-4.3886263620662,"PSII CP47 apoprotein OS=Symbiodinium sp. Mf1.05b OX=1240977 GN=psbB PE=4 SV=1"
"tr|A0A0A0N1X2|A0A0A0N1X2_9DINO","MK - TR",0.0886837537468317,24.4584921513663,0.105134998775063,0.917591931136244,0.982239759414455,-5.17382541743505,"Photosystem II CP43 reaction center protein OS=Symbiodinium sp. Mf1.05b OX=1240977 GN=psbC PE=3 SV=1"
"tr|A0A0A0N2N8|A0A0A0N2N8_9DINO","MK - TR",-1.02152665616943,24.4878006799894,-2.33185024874118,0.0301411060229928,0.312977855771382,-3.50495659085536,"ATP synthase subunit beta OS=Symbiodinium sp. Mf1.05b OX=1240977 GN=atpB PE=3 SV=1"
"tr|A0A0A0N2P0|A0A0A0N2P0_9DINO","MK - TR",-13.2545016224667,6.27766452682317,-2.40389352775559,0.0259079777956951,0.312977855771382,-3.41614688193292,"Photosystem I OS=Symbiodinium sp. Mf1.05b OX=1240977 GN=psaB PE=3 SV=1"
"tr|A0A0A0N2S8|A0A0A0N2S8_9DINO","MK - TR",-3.18008987953215,12.088267324752,-0.549678665185718,0.588553181923665,0.770245378477863,-5.06981529342641,"Cytochrome b6 OS=Symbiodinium sp. Mf1.05b OX=1240977 GN=petB PE=3 SV=1"
"tr|A0A0A0N2S9|A0A0A0N2S9_9DINO","MK - TR",0.823566087096019,12.5582739457728,0.130541515958601,0.897426504615471,0.970995953406983,-5.17171757644079,"Photosystem I P700 chlorophyll a apoprotein A1 OS=Symbiodinium sp. Mf1.05b OX=1240977 GN=psaA PE=3 SV=1"
"tr|A0A0K0VKB7|A0A0K0VKB7_SYMMI","MK - TR",-0.90841922918575,26.0826826361153,-2.38344534034182,0.0270497205726443,0.312977855771382,-3.4414650409371,"Translation elongation factor 1 alpha-like protein OS=Symbiodinium microadriaticum subsp. microadriaticum OX=154572 GN=EF-1alpha PE=2 SV=1"
"tr|A0A1Q8ZXV8|A0A1Q8ZXV8_SYMMI","MK - TR",0,1.26549523613418,0,1,1,-5.1778679611669,"Uncharacterized protein (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene48732 PE=4 SV=1"
"tr|A0A1Q9BPX8|A0A1Q9BPX8_SYMMI","MK - TR",5.29128666330194,15.3468890694814,0.992265339954854,0.332780982955494,0.588439429870392,-4.83327923618605,"Uncharacterized protein (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene48312 PE=4 SV=1"
"tr|A0A1Q9BQL8|A0A1Q9BQL8_SYMMI","MK - TR",-2.79377132626658,10.7093277923149,-0.469547311682701,0.643696507120351,0.809486952645614,-5.09881571217054,"Uncharacterized protein (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene48082 PE=4 SV=1"
"tr|A0A1Q9BQT6|A0A1Q9BQT6_SYMMI","MK - TR",-0.476686546633678,6.27073278593238,-0.0787919072039561,0.937971776607834,0.994128496178445,-5.17562655499946,"Uncharacterized protein (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene47873 PE=4 SV=1"
"tr|A0A1Q9BQW4|A0A1Q9BQW4_SYMMI","MK - TR",-2.86094108115226,21.0708929847961,-1.61155019085981,0.128577164351763,0.414744559643045,-4.32204617815026,"ATP-dependent zinc metalloprotease FtsH (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=ftsH PE=3 SV=1"
"tr|A0A1Q9BRM0|A0A1Q9BRM0_SYMMI","MK - TR",-0.328665422537377,21.4461141215567,-0.185258255773146,0.855848671073972,0.946170273693329,-5.16518274795914,"Pyruvate, water dikinase (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=ppsA PE=3 SV=1"
"tr|A0A1Q9BRW9|A0A1Q9BRW9_SYMMI","MK - TR",8.10503943626242,13.2639929593333,1.42977689337885,0.16803341030785,0.450079495460893,-4.48526610178195,"Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene47331 PE=4 SV=1"
"tr|A0A1Q9BRZ0|A0A1Q9BRZ0_SYMMI","MK - TR",-5.82723994323489,3.29891302678499,-1.37654261273976,0.18368901370041,0.46713819454523,-4.53298350309838,"Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene47439 PE=4 SV=1"
"tr|A0A1Q9BRZ1|A0A1Q9BRZ1_SYMMI","MK - TR",-1.32667734933277,19.1322831516046,-0.443021829253062,0.662996872918219,0.820415384620367,-5.10710197106482,"Pyruvate, water dikinase (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=ppsA PE=3 SV=1"
"tr|A0A1Q9BS93|A0A1Q9BS93_SYMMI","MK - TR",1.87096795607166,1.93413719467243,0.517801373729026,0.610209458977538,0.786242198407894,-5.08187978192093,"Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene47192 PE=4 SV=1"
"tr|A0A1Q9BSM7|A0A1Q9BSM7_SYMMI","MK - TR",-6.28913842359106,20.1658671218695,-1.78869900505559,0.098337896736752,0.383610527617745,-4.15899238311909,"Elongation factor 1-alpha 2 (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=EFA2 PE=4 SV=1"
"tr|A0A1Q9BSN2|A0A1Q9BSN2_SYMMI","MK - TR",-4.47892315378734,1.59961541206691,-1.17044967431328,0.255414591327799,0.539949262417334,-4.70410433244458,"Uncharacterized protein (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene46996 PE=4 SV=1"
